-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,62,-1
-1,74,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,74,-1
-1,73,64,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,64,73,-1
-1,62,64,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,62,64,62,-1
-1,74,64,74,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,74,64,74,-1
-1,73,64,73,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,73,64,73,-1
-1,62,64,62,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,62,64,62,-1
-1,74,64,74,63,73,74,62,72,65,72,65,72,65,72,74,62,73,63,74,64,74,-1
-1,73,64,73,63,73,74,62,65,74,62,73,74,62,65,74,62,73,63,73,64,73,-1
-1,62,64,62,63,73,74,62,72,74,62,73,74,62,72,74,62,73,63,62,64,62,-1
-1,74,64,74,63,73,74,62,65,72,65,72,65,72,65,74,62,73,63,74,64,74,-1
-1,73,64,73,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,73,64,73,-1
-1,62,64,62,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,62,64,62,-1
-1,74,64,74,63,73,74,62,73,74,62,73,74,62,73,74,62,73,63,74,64,74,-1
-1,73,64,73,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,73,64,73,-1
-1,62,64,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,64,62,-1
-1,74,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,74,-1
-1,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,74,62,73,62,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,66,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,68,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,77,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,79,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,86,86,86,86,86,86,86,86,86,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
